date_id,date,year,month,day,quarter,day_name
90,2024-03-30,2024,3,30,1,Saturday
91,2024-03-31,2024,3,31,1,Sunday
92,2024-04-01,2024,4,1,2,Monday
93,2024-04-02,2024,4,2,2,Tuesday
94,2024-04-03,2024,4,3,2,Wednesday
95,2024-04-04,2024,4,4,2,Thursday
96,2024-04-05,2024,4,5,2,Friday
97,2024-04-06,2024,4,6,2,Saturday
98,2024-04-07,2024,4,7,2,Sunday
99,2024-04-08,2024,4,8,2,Monday
100,2024-04-09,2024,4,9,2,Tuesday
101,2024-04-10,2024,4,10,2,Wednesday
102,2024-04-11,2024,4,11,2,Thursday
103,2024-04-12,2024,4,12,2,Friday
104,2024-04-13,2024,4,13,2,Saturday
105,2024-04-14,2024,4,14,2,Sunday
106,2024-04-15,2024,4,15,2,Monday
107,2024-04-16,2024,4,16,2,Tuesday
108,2024-04-17,2024,4,17,2,Wednesday
109,2024-04-18,2024,4,18,2,Thursday
110,2024-04-19,2024,4,19,2,Friday
111,2024-04-20,2024,4,20,2,Saturday
112,2024-04-21,2024,4,21,2,Sunday
113,2024-04-22,2024,4,22,2,Monday
114,2024-04-23,2024,4,23,2,Tuesday
115,2024-04-24,2024,4,24,2,Wednesday
116,2024-04-25,2024,4,25,2,Thursday
117,2024-04-26,2024,4,26,2,Friday
118,2024-04-27,2024,4,27,2,Saturday
119,2024-04-28,2024,4,28,2,Sunday
120,2024-04-29,2024,4,29,2,Monday
121,2024-04-30,2024,4,30,2,Tuesday
122,2024-05-01,2024,5,1,2,Wednesday
123,2024-05-02,2024,5,2,2,Thursday
124,2024-05-03,2024,5,3,2,Friday
125,2024-05-04,2024,5,4,2,Saturday
126,2024-05-05,2024,5,5,2,Sunday
127,2024-05-06,2024,5,6,2,Monday
128,2024-05-07,2024,5,7,2,Tuesday
129,2024-05-08,2024,5,8,2,Wednesday
130,2024-05-09,2024,5,9,2,Thursday
131,2024-05-10,2024,5,10,2,Friday
132,2024-05-11,2024,5,11,2,Saturday
133,2024-05-12,2024,5,12,2,Sunday
134,2024-05-13,2024,5,13,2,Monday
135,2024-05-14,2024,5,14,2,Tuesday
136,2024-05-15,2024,5,15,2,Wednesday
137,2024-05-16,2024,5,16,2,Thursday
138,2024-05-17,2024,5,17,2,Friday
139,2024-05-18,2024,5,18,2,Saturday
140,2024-05-19,2024,5,19,2,Sunday
141,2024-05-20,2024,5,20,2,Monday
142,2024-05-21,2024,5,21,2,Tuesday
143,2024-05-22,2024,5,22,2,Wednesday
144,2024-05-23,2024,5,23,2,Thursday
145,2024-05-24,2024,5,24,2,Friday
146,2024-05-25,2024,5,25,2,Saturday
147,2024-05-26,2024,5,26,2,Sunday
148,2024-05-27,2024,5,27,2,Monday
149,2024-05-28,2024,5,28,2,Tuesday
150,2024-05-29,2024,5,29,2,Wednesday
151,2024-05-30,2024,5,30,2,Thursday
152,2024-05-31,2024,5,31,2,Friday
153,2024-06-01,2024,6,1,2,Saturday
154,2024-06-02,2024,6,2,2,Sunday
155,2024-06-03,2024,6,3,2,Monday
156,2024-06-04,2024,6,4,2,Tuesday
157,2024-06-05,2024,6,5,2,Wednesday
158,2024-06-06,2024,6,6,2,Thursday
159,2024-06-07,2024,6,7,2,Friday
160,2024-06-08,2024,6,8,2,Saturday
161,2024-06-09,2024,6,9,2,Sunday
162,2024-06-10,2024,6,10,2,Monday
163,2024-06-11,2024,6,11,2,Tuesday
164,2024-06-12,2024,6,12,2,Wednesday
165,2024-06-13,2024,6,13,2,Thursday
166,2024-06-14,2024,6,14,2,Friday
167,2024-06-15,2024,6,15,2,Saturday
168,2024-06-16,2024,6,16,2,Sunday
169,2024-06-17,2024,6,17,2,Monday
170,2024-06-18,2024,6,18,2,Tuesday
171,2024-06-19,2024,6,19,2,Wednesday
172,2024-06-20,2024,6,20,2,Thursday
173,2024-06-21,2024,6,21,2,Friday
174,2024-06-22,2024,6,22,2,Saturday
175,2024-06-23,2024,6,23,2,Sunday
176,2024-06-24,2024,6,24,2,Monday
177,2024-06-25,2024,6,25,2,Tuesday
178,2024-06-26,2024,6,26,2,Wednesday
179,2024-06-27,2024,6,27,2,Thursday
180,2024-06-28,2024,6,28,2,Friday
181,2024-06-29,2024,6,29,2,Saturday
182,2024-06-30,2024,6,30,2,Sunday
183,2024-07-01,2024,7,1,3,Monday
184,2024-07-02,2024,7,2,3,Tuesday
185,2024-07-03,2024,7,3,3,Wednesday
186,2024-07-04,2024,7,4,3,Thursday
187,2024-07-05,2024,7,5,3,Friday
188,2024-07-06,2024,7,6,3,Saturday
189,2024-07-07,2024,7,7,3,Sunday
190,2024-07-08,2024,7,8,3,Monday
191,2024-07-09,2024,7,9,3,Tuesday
192,2024-07-10,2024,7,10,3,Wednesday
193,2024-07-11,2024,7,11,3,Thursday
194,2024-07-12,2024,7,12,3,Friday
195,2024-07-13,2024,7,13,3,Saturday
196,2024-07-14,2024,7,14,3,Sunday
197,2024-07-15,2024,7,15,3,Monday
198,2024-07-16,2024,7,16,3,Tuesday
199,2024-07-17,2024,7,17,3,Wednesday
200,2024-07-18,2024,7,18,3,Thursday
201,2024-07-19,2024,7,19,3,Friday
202,2024-07-20,2024,7,20,3,Saturday
203,2024-07-21,2024,7,21,3,Sunday
204,2024-07-22,2024,7,22,3,Monday
205,2024-07-23,2024,7,23,3,Tuesday
206,2024-07-24,2024,7,24,3,Wednesday
207,2024-07-25,2024,7,25,3,Thursday
208,2024-07-26,2024,7,26,3,Friday
209,2024-07-27,2024,7,27,3,Saturday
210,2024-07-28,2024,7,28,3,Sunday
211,2024-07-29,2024,7,29,3,Monday
212,2024-07-30,2024,7,30,3,Tuesday
213,2024-07-31,2024,7,31,3,Wednesday
214,2024-08-01,2024,8,1,3,Thursday
215,2024-08-02,2024,8,2,3,Friday
216,2024-08-03,2024,8,3,3,Saturday
217,2024-08-04,2024,8,4,3,Sunday
218,2024-08-05,2024,8,5,3,Monday
219,2024-08-06,2024,8,6,3,Tuesday
220,2024-08-07,2024,8,7,3,Wednesday
221,2024-08-08,2024,8,8,3,Thursday
222,2024-08-09,2024,8,9,3,Friday
223,2024-08-10,2024,8,10,3,Saturday
224,2024-08-11,2024,8,11,3,Sunday
225,2024-08-12,2024,8,12,3,Monday
226,2024-08-13,2024,8,13,3,Tuesday
227,2024-08-14,2024,8,14,3,Wednesday
228,2024-08-15,2024,8,15,3,Thursday
229,2024-08-16,2024,8,16,3,Friday
230,2024-08-17,2024,8,17,3,Saturday
231,2024-08-18,2024,8,18,3,Sunday
232,2024-08-19,2024,8,19,3,Monday
233,2024-08-20,2024,8,20,3,Tuesday
234,2024-08-21,2024,8,21,3,Wednesday
235,2024-08-22,2024,8,22,3,Thursday
236,2024-08-23,2024,8,23,3,Friday
237,2024-08-24,2024,8,24,3,Saturday
238,2024-08-25,2024,8,25,3,Sunday
239,2024-08-26,2024,8,26,3,Monday
240,2024-08-27,2024,8,27,3,Tuesday
241,2024-08-28,2024,8,28,3,Wednesday
242,2024-08-29,2024,8,29,3,Thursday
243,2024-08-30,2024,8,30,3,Friday
244,2024-08-31,2024,8,31,3,Saturday
245,2024-09-01,2024,9,1,3,Sunday
246,2024-09-02,2024,9,2,3,Monday
247,2024-09-03,2024,9,3,3,Tuesday
248,2024-09-04,2024,9,4,3,Wednesday
249,2024-09-05,2024,9,5,3,Thursday
250,2024-09-06,2024,9,6,3,Friday
251,2024-09-07,2024,9,7,3,Saturday
252,2024-09-08,2024,9,8,3,Sunday
253,2024-09-09,2024,9,9,3,Monday
254,2024-09-10,2024,9,10,3,Tuesday
255,2024-09-11,2024,9,11,3,Wednesday
256,2024-09-12,2024,9,12,3,Thursday
257,2024-09-13,2024,9,13,3,Friday
258,2024-09-14,2024,9,14,3,Saturday
259,2024-09-15,2024,9,15,3,Sunday
260,2024-09-16,2024,9,16,3,Monday
261,2024-09-17,2024,9,17,3,Tuesday
262,2024-09-18,2024,9,18,3,Wednesday
263,2024-09-19,2024,9,19,3,Thursday
264,2024-09-20,2024,9,20,3,Friday
265,2024-09-21,2024,9,21,3,Saturday
266,2024-09-22,2024,9,22,3,Sunday
267,2024-09-23,2024,9,23,3,Monday
268,2024-09-24,2024,9,24,3,Tuesday
269,2024-09-25,2024,9,25,3,Wednesday
270,2024-09-26,2024,9,26,3,Thursday
271,2024-09-27,2024,9,27,3,Friday
272,2024-09-28,2024,9,28,3,Saturday
273,2024-09-29,2024,9,29,3,Sunday
274,2024-09-30,2024,9,30,3,Monday
275,2024-10-01,2024,10,1,4,Tuesday
276,2024-10-02,2024,10,2,4,Wednesday
277,2024-10-03,2024,10,3,4,Thursday
278,2024-10-04,2024,10,4,4,Friday
279,2024-10-05,2024,10,5,4,Saturday
280,2024-10-06,2024,10,6,4,Sunday
281,2024-10-07,2024,10,7,4,Monday
282,2024-10-08,2024,10,8,4,Tuesday
283,2024-10-09,2024,10,9,4,Wednesday
284,2024-10-10,2024,10,10,4,Thursday
285,2024-10-11,2024,10,11,4,Friday
286,2024-10-12,2024,10,12,4,Saturday
287,2024-10-13,2024,10,13,4,Sunday
288,2024-10-14,2024,10,14,4,Monday
289,2024-10-15,2024,10,15,4,Tuesday
290,2024-10-16,2024,10,16,4,Wednesday
291,2024-10-17,2024,10,17,4,Thursday
292,2024-10-18,2024,10,18,4,Friday
293,2024-10-19,2024,10,19,4,Saturday
294,2024-10-20,2024,10,20,4,Sunday
295,2024-10-21,2024,10,21,4,Monday
296,2024-10-22,2024,10,22,4,Tuesday
297,2024-10-23,2024,10,23,4,Wednesday
298,2024-10-24,2024,10,24,4,Thursday
299,2024-10-25,2024,10,25,4,Friday
300,2024-10-26,2024,10,26,4,Saturday
301,2024-10-27,2024,10,27,4,Sunday
302,2024-10-28,2024,10,28,4,Monday
303,2024-10-29,2024,10,29,4,Tuesday
304,2024-10-30,2024,10,30,4,Wednesday
305,2024-10-31,2024,10,31,4,Thursday
306,2024-11-01,2024,11,1,4,Friday
307,2024-11-02,2024,11,2,4,Saturday
308,2024-11-03,2024,11,3,4,Sunday
309,2024-11-04,2024,11,4,4,Monday
310,2024-11-05,2024,11,5,4,Tuesday
311,2024-11-06,2024,11,6,4,Wednesday
312,2024-11-07,2024,11,7,4,Thursday
313,2024-11-08,2024,11,8,4,Friday
314,2024-11-09,2024,11,9,4,Saturday
315,2024-11-10,2024,11,10,4,Sunday
316,2024-11-11,2024,11,11,4,Monday
317,2024-11-12,2024,11,12,4,Tuesday
318,2024-11-13,2024,11,13,4,Wednesday
319,2024-11-14,2024,11,14,4,Thursday
320,2024-11-15,2024,11,15,4,Friday
321,2024-11-16,2024,11,16,4,Saturday
322,2024-11-17,2024,11,17,4,Sunday
323,2024-11-18,2024,11,18,4,Monday
324,2024-11-19,2024,11,19,4,Tuesday
325,2024-11-20,2024,11,20,4,Wednesday
326,2024-11-21,2024,11,21,4,Thursday
327,2024-11-22,2024,11,22,4,Friday
328,2024-11-23,2024,11,23,4,Saturday
329,2024-11-24,2024,11,24,4,Sunday
330,2024-11-25,2024,11,25,4,Monday
331,2024-11-26,2024,11,26,4,Tuesday
332,2024-11-27,2024,11,27,4,Wednesday
333,2024-11-28,2024,11,28,4,Thursday
334,2024-11-29,2024,11,29,4,Friday
335,2024-11-30,2024,11,30,4,Saturday
336,2024-12-01,2024,12,1,4,Sunday
337,2024-12-02,2024,12,2,4,Monday
338,2024-12-03,2024,12,3,4,Tuesday
339,2024-12-04,2024,12,4,4,Wednesday
340,2024-12-05,2024,12,5,4,Thursday
341,2024-12-06,2024,12,6,4,Friday
342,2024-12-07,2024,12,7,4,Saturday
343,2024-12-08,2024,12,8,4,Sunday
344,2024-12-09,2024,12,9,4,Monday
345,2024-12-10,2024,12,10,4,Tuesday
346,2024-12-11,2024,12,11,4,Wednesday
347,2024-12-12,2024,12,12,4,Thursday
348,2024-12-13,2024,12,13,4,Friday
349,2024-12-14,2024,12,14,4,Saturday
350,2024-12-15,2024,12,15,4,Sunday
351,2024-12-16,2024,12,16,4,Monday
352,2024-12-17,2024,12,17,4,Tuesday
353,2024-12-18,2024,12,18,4,Wednesday
354,2024-12-19,2024,12,19,4,Thursday
355,2024-12-20,2024,12,20,4,Friday
356,2024-12-21,2024,12,21,4,Saturday
357,2024-12-22,2024,12,22,4,Sunday
358,2024-12-23,2024,12,23,4,Monday
359,2024-12-24,2024,12,24,4,Tuesday
360,2024-12-25,2024,12,25,4,Wednesday
361,2024-12-26,2024,12,26,4,Thursday
362,2024-12-27,2024,12,27,4,Friday
363,2024-12-28,2024,12,28,4,Saturday
364,2024-12-29,2024,12,29,4,Sunday
365,2024-12-30,2024,12,30,4,Monday
366,2024-12-31,2024,12,31,4,Tuesday
367,2025-01-01,2025,1,1,1,Wednesday
368,2025-01-02,2025,1,2,1,Thursday
369,2025-01-03,2025,1,3,1,Friday
370,2025-01-04,2025,1,4,1,Saturday
371,2025-01-05,2025,1,5,1,Sunday
372,2025-01-06,2025,1,6,1,Monday
373,2025-01-07,2025,1,7,1,Tuesday
374,2025-01-08,2025,1,8,1,Wednesday
375,2025-01-09,2025,1,9,1,Thursday
376,2025-01-10,2025,1,10,1,Friday
377,2025-01-11,2025,1,11,1,Saturday
378,2025-01-12,2025,1,12,1,Sunday
379,2025-01-13,2025,1,13,1,Monday
380,2025-01-14,2025,1,14,1,Tuesday
381,2025-01-15,2025,1,15,1,Wednesday
382,2025-01-16,2025,1,16,1,Thursday
383,2025-01-17,2025,1,17,1,Friday
384,2025-01-18,2025,1,18,1,Saturday
385,2025-01-19,2025,1,19,1,Sunday
386,2025-01-20,2025,1,20,1,Monday
387,2025-01-21,2025,1,21,1,Tuesday
388,2025-01-22,2025,1,22,1,Wednesday
389,2025-01-23,2025,1,23,1,Thursday
390,2025-01-24,2025,1,24,1,Friday
391,2025-01-25,2025,1,25,1,Saturday
392,2025-01-26,2025,1,26,1,Sunday
393,2025-01-27,2025,1,27,1,Monday
394,2025-01-28,2025,1,28,1,Tuesday
395,2025-01-29,2025,1,29,1,Wednesday
396,2025-01-30,2025,1,30,1,Thursday
397,2025-01-31,2025,1,31,1,Friday
398,2025-02-01,2025,2,1,1,Saturday
399,2025-02-02,2025,2,2,1,Sunday
400,2025-02-03,2025,2,3,1,Monday
401,2025-02-04,2025,2,4,1,Tuesday
402,2025-02-05,2025,2,5,1,Wednesday
403,2025-02-06,2025,2,6,1,Thursday
404,2025-02-07,2025,2,7,1,Friday
405,2025-02-08,2025,2,8,1,Saturday
406,2025-02-09,2025,2,9,1,Sunday
407,2025-02-10,2025,2,10,1,Monday
408,2025-02-11,2025,2,11,1,Tuesday
409,2025-02-12,2025,2,12,1,Wednesday
410,2025-02-13,2025,2,13,1,Thursday
411,2025-02-14,2025,2,14,1,Friday
412,2025-02-15,2025,2,15,1,Saturday
413,2025-02-16,2025,2,16,1,Sunday
414,2025-02-17,2025,2,17,1,Monday
415,2025-02-18,2025,2,18,1,Tuesday
416,2025-02-19,2025,2,19,1,Wednesday
417,2025-02-20,2025,2,20,1,Thursday
418,2025-02-21,2025,2,21,1,Friday
419,2025-02-22,2025,2,22,1,Saturday
420,2025-02-23,2025,2,23,1,Sunday
421,2025-02-24,2025,2,24,1,Monday
422,2025-02-25,2025,2,25,1,Tuesday
423,2025-02-26,2025,2,26,1,Wednesday
424,2025-02-27,2025,2,27,1,Thursday
425,2025-02-28,2025,2,28,1,Friday
426,2025-03-01,2025,3,1,1,Saturday
427,2025-03-02,2025,3,2,1,Sunday
428,2025-03-03,2025,3,3,1,Monday
429,2025-03-04,2025,3,4,1,Tuesday
430,2025-03-05,2025,3,5,1,Wednesday
431,2025-03-06,2025,3,6,1,Thursday
432,2025-03-07,2025,3,7,1,Friday
433,2025-03-08,2025,3,8,1,Saturday
434,2025-03-09,2025,3,9,1,Sunday
435,2025-03-10,2025,3,10,1,Monday
436,2025-03-11,2025,3,11,1,Tuesday
437,2025-03-12,2025,3,12,1,Wednesday
438,2025-03-13,2025,3,13,1,Thursday
439,2025-03-14,2025,3,14,1,Friday
440,2025-03-15,2025,3,15,1,Saturday
441,2025-03-16,2025,3,16,1,Sunday
442,2025-03-17,2025,3,17,1,Monday
443,2025-03-18,2025,3,18,1,Tuesday
444,2025-03-19,2025,3,19,1,Wednesday
445,2025-03-20,2025,3,20,1,Thursday
446,2025-03-21,2025,3,21,1,Friday
447,2025-03-22,2025,3,22,1,Saturday
448,2025-03-23,2025,3,23,1,Sunday
449,2025-03-24,2025,3,24,1,Monday
450,2025-03-25,2025,3,25,1,Tuesday
451,2025-03-26,2025,3,26,1,Wednesday
452,2025-03-27,2025,3,27,1,Thursday
453,2025-03-28,2025,3,28,1,Friday
454,2025-03-29,2025,3,29,1,Saturday
455,2025-03-30,2025,3,30,1,Sunday
456,2025-03-31,2025,3,31,1,Monday
457,2025-04-01,2025,4,1,2,Tuesday
458,2025-04-02,2025,4,2,2,Wednesday
459,2025-04-03,2025,4,3,2,Thursday
460,2025-04-04,2025,4,4,2,Friday
461,2025-04-05,2025,4,5,2,Saturday
462,2025-04-06,2025,4,6,2,Sunday
463,2025-04-07,2025,4,7,2,Monday
464,2025-04-08,2025,4,8,2,Tuesday
465,2025-04-09,2025,4,9,2,Wednesday
466,2025-04-10,2025,4,10,2,Thursday
467,2025-04-11,2025,4,11,2,Friday
468,2025-04-12,2025,4,12,2,Saturday
469,2025-04-13,2025,4,13,2,Sunday
470,2025-04-14,2025,4,14,2,Monday
471,2025-04-15,2025,4,15,2,Tuesday
472,2025-04-16,2025,4,16,2,Wednesday
473,2025-04-17,2025,4,17,2,Thursday
474,2025-04-18,2025,4,18,2,Friday
475,2025-04-19,2025,4,19,2,Saturday
476,2025-04-20,2025,4,20,2,Sunday
477,2025-04-21,2025,4,21,2,Monday
478,2025-04-22,2025,4,22,2,Tuesday
479,2025-04-23,2025,4,23,2,Wednesday
480,2025-04-24,2025,4,24,2,Thursday
481,2025-04-25,2025,4,25,2,Friday
482,2025-04-26,2025,4,26,2,Saturday
483,2025-04-27,2025,4,27,2,Sunday
484,2025-04-28,2025,4,28,2,Monday
485,2025-04-29,2025,4,29,2,Tuesday
486,2025-04-30,2025,4,30,2,Wednesday
487,2025-05-01,2025,5,1,2,Thursday
488,2025-05-02,2025,5,2,2,Friday
489,2025-05-03,2025,5,3,2,Saturday
490,2025-05-04,2025,5,4,2,Sunday
491,2025-05-05,2025,5,5,2,Monday
492,2025-05-06,2025,5,6,2,Tuesday
493,2025-05-07,2025,5,7,2,Wednesday
494,2025-05-08,2025,5,8,2,Thursday
495,2025-05-09,2025,5,9,2,Friday
496,2025-05-10,2025,5,10,2,Saturday
497,2025-05-11,2025,5,11,2,Sunday
498,2025-05-12,2025,5,12,2,Monday
499,2025-05-13,2025,5,13,2,Tuesday
500,2025-05-14,2025,5,14,2,Wednesday
501,2025-05-15,2025,5,15,2,Thursday
502,2025-05-16,2025,5,16,2,Friday
503,2025-05-17,2025,5,17,2,Saturday
504,2025-05-18,2025,5,18,2,Sunday
505,2025-05-19,2025,5,19,2,Monday
506,2025-05-20,2025,5,20,2,Tuesday
507,2025-05-21,2025,5,21,2,Wednesday
508,2025-05-22,2025,5,22,2,Thursday
509,2025-05-23,2025,5,23,2,Friday
510,2025-05-24,2025,5,24,2,Saturday
511,2025-05-25,2025,5,25,2,Sunday
512,2025-05-26,2025,5,26,2,Monday
513,2025-05-27,2025,5,27,2,Tuesday
514,2025-05-28,2025,5,28,2,Wednesday
515,2025-05-29,2025,5,29,2,Thursday
516,2025-05-30,2025,5,30,2,Friday
517,2025-05-31,2025,5,31,2,Saturday
518,2025-06-01,2025,6,1,2,Sunday
519,2025-06-02,2025,6,2,2,Monday
520,2025-06-03,2025,6,3,2,Tuesday
521,2025-06-04,2025,6,4,2,Wednesday
522,2025-06-05,2025,6,5,2,Thursday
523,2025-06-06,2025,6,6,2,Friday
524,2025-06-07,2025,6,7,2,Saturday
525,2025-06-08,2025,6,8,2,Sunday
526,2025-06-09,2025,6,9,2,Monday
527,2025-06-10,2025,6,10,2,Tuesday
528,2025-06-11,2025,6,11,2,Wednesday
529,2025-06-12,2025,6,12,2,Thursday
530,2025-06-13,2025,6,13,2,Friday
531,2025-06-14,2025,6,14,2,Saturday
532,2025-06-15,2025,6,15,2,Sunday
533,2025-06-16,2025,6,16,2,Monday
534,2025-06-17,2025,6,17,2,Tuesday
535,2025-06-18,2025,6,18,2,Wednesday
536,2025-06-19,2025,6,19,2,Thursday
537,2025-06-20,2025,6,20,2,Friday
538,2025-06-21,2025,6,21,2,Saturday
539,2025-06-22,2025,6,22,2,Sunday
540,2025-06-23,2025,6,23,2,Monday
541,2025-06-24,2025,6,24,2,Tuesday
542,2025-06-25,2025,6,25,2,Wednesday
543,2025-06-26,2025,6,26,2,Thursday
544,2025-06-27,2025,6,27,2,Friday
545,2025-06-28,2025,6,28,2,Saturday
546,2025-06-29,2025,6,29,2,Sunday
547,2025-06-30,2025,6,30,2,Monday
548,2025-07-01,2025,7,1,3,Tuesday
549,2025-07-02,2025,7,2,3,Wednesday
550,2025-07-03,2025,7,3,3,Thursday
551,2025-07-04,2025,7,4,3,Friday
552,2025-07-05,2025,7,5,3,Saturday
553,2025-07-06,2025,7,6,3,Sunday
554,2025-07-07,2025,7,7,3,Monday
555,2025-07-08,2025,7,8,3,Tuesday
556,2025-07-09,2025,7,9,3,Wednesday
557,2025-07-10,2025,7,10,3,Thursday
558,2025-07-11,2025,7,11,3,Friday
559,2025-07-12,2025,7,12,3,Saturday
560,2025-07-13,2025,7,13,3,Sunday
561,2025-07-14,2025,7,14,3,Monday
562,2025-07-15,2025,7,15,3,Tuesday
563,2025-07-16,2025,7,16,3,Wednesday
564,2025-07-17,2025,7,17,3,Thursday
565,2025-07-18,2025,7,18,3,Friday
566,2025-07-19,2025,7,19,3,Saturday
567,2025-07-20,2025,7,20,3,Sunday
568,2025-07-21,2025,7,21,3,Monday
569,2025-07-22,2025,7,22,3,Tuesday
570,2025-07-23,2025,7,23,3,Wednesday
571,2025-07-24,2025,7,24,3,Thursday
572,2025-07-25,2025,7,25,3,Friday
573,2025-07-26,2025,7,26,3,Saturday
574,2025-07-27,2025,7,27,3,Sunday
575,2025-07-28,2025,7,28,3,Monday
576,2025-07-29,2025,7,29,3,Tuesday
577,2025-07-30,2025,7,30,3,Wednesday
578,2025-07-31,2025,7,31,3,Thursday
579,2025-08-01,2025,8,1,3,Friday
580,2025-08-02,2025,8,2,3,Saturday
581,2025-08-03,2025,8,3,3,Sunday
582,2025-08-04,2025,8,4,3,Monday
583,2025-08-05,2025,8,5,3,Tuesday
584,2025-08-06,2025,8,6,3,Wednesday
585,2025-08-07,2025,8,7,3,Thursday
586,2025-08-08,2025,8,8,3,Friday
587,2025-08-09,2025,8,9,3,Saturday
588,2025-08-10,2025,8,10,3,Sunday
589,2025-08-11,2025,8,11,3,Monday
590,2025-08-12,2025,8,12,3,Tuesday
591,2025-08-13,2025,8,13,3,Wednesday
592,2025-08-14,2025,8,14,3,Thursday
593,2025-08-15,2025,8,15,3,Friday
594,2025-08-16,2025,8,16,3,Saturday
595,2025-08-17,2025,8,17,3,Sunday
596,2025-08-18,2025,8,18,3,Monday
597,2025-08-19,2025,8,19,3,Tuesday
598,2025-08-20,2025,8,20,3,Wednesday
599,2025-08-21,2025,8,21,3,Thursday
600,2025-08-22,2025,8,22,3,Friday
601,2025-08-23,2025,8,23,3,Saturday
602,2025-08-24,2025,8,24,3,Sunday
603,2025-08-25,2025,8,25,3,Monday
604,2025-08-26,2025,8,26,3,Tuesday
605,2025-08-27,2025,8,27,3,Wednesday
606,2025-08-28,2025,8,28,3,Thursday
